"Organism","Body Site","Project ID","CDS Count","Contig Count","Contig Locus Min","Contig Locus Max","Contig ASM","Contig CDS","Contig PEP","Contig GBK","Scaffold Count","Scaffold Locus Min","Scaffold Locus Max","Scaffold ASM","Scaffold CDS","Scaffold PEP","Scaffold GBK"
"Ruminococcus gnavus ATCC 29149","Gastrointestinal_tract","18179","3913","43","AAYG02000001","AAYG02000043","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18179/18179.AAYG02000001-AAYG02000043.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18179/18179.AAYG02000001-AAYG02000043.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18179/18179.AAYG02000001-AAYG02000043.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18179/18179.AAYG02000001-AAYG02000043.nuc.gbk","","","","","","",""
"Streptococcus infantis ATCC 700779","Unknown","158721","1876","53","AJTA01000001","AJTA01000053","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/158721/158721.AJTA01000001-AJTA01000053.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/158721/158721.AJTA01000001-AJTA01000053.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/158721/158721.AJTA01000001-AJTA01000053.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/158721/158721.AJTA01000001-AJTA01000053.nuc.gbk","","","","","","",""
"Bifidobacterium sp. 12_1_47BFAA","Gastrointestinal_tract","41959","4086","86","ADCN01000001","ADCN01000086","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.ADCN01000001-ADCN01000086.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.ADCN01000001-ADCN01000086.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.ADCN01000001-ADCN01000086.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.ADCN01000001-ADCN01000086.nuc.gbk","61","GL622625","GL622685","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.GL622625-GL622685.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.GL622625-GL622685.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.GL622625-GL622685.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41959/41959.GL622625-GL622685.nuc.gbk"
"Staphylococcus aureus subsp. aureus ATCC 51811","Airways","48445","5386","47","ADVP01000001","ADVP01000047","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.ADVP01000001-ADVP01000047.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.ADVP01000001-ADVP01000047.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.ADVP01000001-ADVP01000047.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.ADVP01000001-ADVP01000047.nuc.gbk","27","GG774480","GG774506","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.GG774480-GG774506.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.GG774480-GG774506.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.GG774480-GG774506.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48445/48445.GG774480-GG774506.nuc.gbk"
"Fusobacterium nucleatum subsp. animalis F0419","Unknown","64879","4614","39","AGEH01000001","AGEH01000039","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.AGEH01000001-AGEH01000039.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.AGEH01000001-AGEH01000039.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.AGEH01000001-AGEH01000039.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.AGEH01000001-AGEH01000039.nuc.gbk","4","JH594451","JH594454","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.JH594451-JH594454.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.JH594451-JH594454.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.JH594451-JH594454.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64879/64879.JH594451-JH594454.nuc.gbk"
"Lactobacillus salivarius ATCC 11741","Oral","31503","3952","54","ACGT01000001","ACGT01000054","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.ACGT01000001-ACGT01000054.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.ACGT01000001-ACGT01000054.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.ACGT01000001-ACGT01000054.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.ACGT01000001-ACGT01000054.nuc.gbk","32","GG693221","GG693252","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.GG693221-GG693252.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.GG693221-GG693252.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.GG693221-GG693252.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31503/31503.GG693221-GG693252.nuc.gbk"
"Enterococcus faecalis TX2137","Gastrointestinal_tract","47129","6000","133","AEBQ01000001","AEBQ01000133","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.AEBQ01000001-AEBQ01000133.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.AEBQ01000001-AEBQ01000133.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.AEBQ01000001-AEBQ01000133.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.AEBQ01000001-AEBQ01000133.nuc.gbk","106","GL454048","GL454153","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.GL454048-GL454153.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.GL454048-GL454153.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.GL454048-GL454153.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47129/47129.GL454048-GL454153.nuc.gbk"
"Megasphaera sp. UPII 199-6","Urogenital_tract","64689","1558","45","AFIJ01000001","AFIJ01000045","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64689/64689.AFIJ01000001-AFIJ01000045.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64689/64689.AFIJ01000001-AFIJ01000045.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64689/64689.AFIJ01000001-AFIJ01000045.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64689/64689.AFIJ01000001-AFIJ01000045.nuc.gbk","","","","","","",""
"Peptostreptococcus anaerobius 653-L","Skin","34105","1871","73","ADJN01000001","ADJN01000073","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34105/34105.ADJN01000001-ADJN01000073.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34105/34105.ADJN01000001-ADJN01000073.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34105/34105.ADJN01000001-ADJN01000073.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34105/34105.ADJN01000001-ADJN01000073.nuc.gbk","","","","","","",""
"Mucor circinelloides f. circinelloides 1006PhL","Skin","172437","12227","","","","","","","","","KE123896","KE124365","","","","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/172437/172437.KE123896-KE124365.nuc.gbk"
"Mobiluncus mulieris ATCC 35243","Urogenital_tract","34633","4600","65","ACKW01000001","ACKW01000065","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.ACKW01000001-ACKW01000065.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.ACKW01000001-ACKW01000065.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.ACKW01000001-ACKW01000065.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.ACKW01000001-ACKW01000065.nuc.gbk","15","GG668518","GG668532","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.GG668518-GG668532.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.GG668518-GG668532.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.GG668518-GG668532.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34633/34633.GG668518-GG668532.nuc.gbk"
"Escherichia coli MS 124-1","Gastrointestinal_tract","40707","5972","176","ADWT01000001","ADWT01000176","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40707/40707.ADWT01000001-ADWT01000176.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40707/40707.ADWT01000001-ADWT01000176.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40707/40707.ADWT01000001-ADWT01000176.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40707/40707.ADWT01000001-ADWT01000176.nuc.gbk","","","","","","",""
"Helicobacter pylori HP116Bi","Gastrointestinal_tract","89301","3376","72","APEN01000001","APEN01000072","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.APEN01000001-APEN01000072.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.APEN01000001-APEN01000072.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.APEN01000001-APEN01000072.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.APEN01000001-APEN01000072.nuc.gbk","51","KB642244","KB642294","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.KB642244-KB642294.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.KB642244-KB642294.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.KB642244-KB642294.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89301/89301.KB642244-KB642294.nuc.gbk"
"Streptococcus sanguinis SK1056","Blood","53181","2377","1","GL890990","GL890990","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53181/53181.AFFL00000000.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53181/53181.AFFL00000000.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53181/53181.AFFL00000000.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53181/53181.AFFL00000000.nuc.gbk","","","","","","",""
"Streptococcus vestibularis ATCC 49124","Oral","53209","1761","1","GL831112","GL831112","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53209/53209.AEVI00000000.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53209/53209.AEVI00000000.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53209/53209.AEVI00000000.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53209/53209.AEVI00000000.nuc.gbk","","","","","","",""
"Lactobacillus fermentum ATCC 14931","Gastrointestinal_tract","31485","3732","145","ACGI01000001","ACGI01000145","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.ACGI01000001-ACGI01000145.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.ACGI01000001-ACGI01000145.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.ACGI01000001-ACGI01000145.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.ACGI01000001-ACGI01000145.nuc.gbk","74","GG669900","GG669973","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.GG669900-GG669973.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.GG669900-GG669973.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.GG669900-GG669973.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31485/31485.GG669900-GG669973.nuc.gbk"
"Enterobacteriaceae bacterium 9_2_54FAA","Gastrointestinal_tract","41973","4086","5","ADCU02000001","ADCU02000005","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41973/41973.ADCU02000001-ADCU02000005.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41973/41973.ADCU02000001-ADCU02000005.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41973/41973.ADCU02000001-ADCU02000005.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41973/41973.ADCU02000001-ADCU02000005.nuc.gbk","","","","","","",""
"Bergeyella zoohelcum ATCC 43767","Unknown","52163","4276","43","AGYA01000001","AGYA01000043","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.AGYA01000001-AGYA01000043.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.AGYA01000001-AGYA01000043.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.AGYA01000001-AGYA01000043.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.AGYA01000001-AGYA01000043.nuc.gbk","7","JH932293","JH932299","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.JH932293-JH932299.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.JH932293-JH932299.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.JH932293-JH932299.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52163/52163.JH932293-JH932299.nuc.gbk"
"Neisseria sp. oral taxon 020 str. F0370","Oral","80247","5772","227","AMER01000001","AMER01000227","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.AMER01000001-AMER01000227.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.AMER01000001-AMER01000227.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.AMER01000001-AMER01000227.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.AMER01000001-AMER01000227.nuc.gbk","119","KB291049","KB291167","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.KB291049-KB291167.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.KB291049-KB291167.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.KB291049-KB291167.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/80247/80247.KB291049-KB291167.nuc.gbk"
"Lactobacillus iners LEAF 2052A-d","Urogenital_tract","52043","1256","28","AEKI01000001","AEKI01000028","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52043/52043.AEKI01000001-AEKI01000028.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52043/52043.AEKI01000001-AEKI01000028.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52043/52043.AEKI01000001-AEKI01000028.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52043/52043.AEKI01000001-AEKI01000028.nuc.gbk","","","","","","",""
"Neisseria meningitidis ATCC 13091","Airways","50525","4914","147","AEEF01000001","AEEF01000147","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.AEEF01000001-AEEF01000147.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.AEEF01000001-AEEF01000147.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.AEEF01000001-AEEF01000147.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.AEEF01000001-AEEF01000147.nuc.gbk","27","GL397187","GL397213","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.GL397187-GL397213.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.GL397187-GL397213.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.GL397187-GL397213.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/50525/50525.GL397187-GL397213.nuc.gbk"
"Lactobacillus gasseri SV-16A-US","Urogenital_tract","42543","1939","43","ADDY01000001","ADDY01000043","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.ADDY01000001-ADDY01000043.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.ADDY01000001-ADDY01000043.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.ADDY01000001-ADDY01000043.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.ADDY01000001-ADDY01000043.nuc.gbk","10","KN050674","KN050683","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.KN050674-KN050683.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.KN050674-KN050683.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.KN050674-KN050683.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42543/42543.KN050674-KN050683.nuc.gbk"
